time_s,gyro_1,gyro_2,gyro_3,accel_1,accel_2,accel_3,mag_1,mag_2,mag_3
0,0.68680704534586,0.39822817818405,0.537721287102986,0.00585340214067278,-0.0264012825719929,0.990383447614042,14.85,-3.6,31.95
0.02,0.68680704534586,0.39822817818405,0.537721287102986,0.00493880805619266,-0.0279256060461264,0.992151662844037,12.9,-2.85,32.7
0.04,-1.2136033707188,-1.23238897564485,-0.228225115165365,0.00829231969928644,-0.027681714290265,0.992517500477829,12.45,-3,30.6
0.06,0.389035222581942,-0.16254211354451,0.588082696053662,0.00664605034722222,-0.0286572813137105,0.994041823951962,14.25,-3,32.1
0.08,0.779935682532428,0.41421592705728,0.621390506206225,0.00536561862895005,-0.0289011730695719,0.993797932196101,14.4,-4.05,31.95
0.1,-1.24717764335259,-1.62195712318923,0.0440995406419941,0.0082313467603211,-0.0285353354357798,0.991419987576453,14.1,-2.1,31.95
0.12,0.872131701034724,0.0779402757569987,0.814575805091094,0.00493880805619266,-0.0285963083747452,0.993127229867482,13.65,-2.4,33
0.14,0.440062787735669,-0.334143951450517,0.81231087400072,0.00713383385894495,-0.0285963083747452,0.99355404044024,13.95,-3.45,32.1
0.16,-1.27169219162488,-1.54974579077848,0.0458315467699274,0.0064631315303262,-0.0297547942150866,0.992334581660933,14.7,-2.25,31.8
0.18,0.54518223657716,0.254071975843755,0.596742726693328,0.00603632095756881,-0.0296938212761213,0.993188202806447,12.75,-2.25,31.05
0.2,1.23878407519414,0.0704793262828244,1.18322664785967,0.00506075393412334,-0.027132957839577,0.993493067501274,13.5,-4.95,31.05
0.22,-1.34630168636662,-0.647637060606445,-0.768344564599336,0.00530464568998471,-0.027315876656473,0.992822365172656,12,-2.25,31.8
0.24,1.25064165560846,0.694267994820034,0.783133232307074,0.00676799622515291,-0.0293889565812946,0.994285715707824,15.15,-2.1,33.45
0.26,-0.215701378548001,-0.808047474301191,0.328548239344887,0.00658507740825688,-0.0270110119616463,0.992883338111621,13.35,-3.6,31.95
0.28,-0.888652374870395,-0.758618684034787,-0.144689127302736,0.00554853744584608,-0.0274378225344037,0.994712526280581,11.55,-1.5,32.1
0.3,1.4187794812586,-0.00586217458685118,1.50284839408367,0.00695091504204893,-0.027498795473369,0.992578473416794,13.35,-2.85,32.4
0.32,-0.70252833173787,-1.17043644876108,0.0814042880128653,0.00695091504204893,-0.0305474424216361,0.994224742768858,13.35,-2.85,32.4
0.34,-0.0255803981971688,-0.213169984976407,0.46111332375209,0.00804842794342508,-0.0301206318488787,0.994346688646789,13.65,-2.1,31.65
0.36,0.896912711788231,-0.0163874425950613,0.813509955166212,0.00817037382135576,-0.0293279836423293,0.995017390975408,13.65,-2.85,31.95
0.38,-1.3525635546753,-0.893981624494805,-0.573027565864703,0.00621923977446483,-0.0280475519240571,0.996175876815749,13.2,-3,32.55
0.4,1.37920980279735,-0.0595543645527836,1.53588974175501,0.00725577973687564,-0.0276207413512997,0.994529607463685,14.7,-3,31.35
0.42,-0.338807044871876,-1.08596784221418,0.280052067762754,0.00579242920170744,-0.0287792271916412,0.996114903876784,13.2,-2.7,32.55
0.44,-0.449522205818997,-0.496952527476248,0.303633997350769,0.00768259030963303,-0.0265842013888889,0.99446863452472,14.25,-3,32.85
0.46,1.29833843974693,0.163208269747561,1.10448698465901,0.00542659156791539,-0.0291450648254332,0.994102796890928,13.35,-2.85,31.95
0.48,-1.37920980279735,-0.774473201667407,-0.720914242942085,0.00634118565239551,-0.0278036601681957,0.995017390975408,12.75,-2.25,32.1
0.5,1.12460490199116,0.910635529571087,0.64470597331302,0.00634118565239551,-0.0278036601681957,0.995017390975408,13.35,-2.4,32.4
0.52,-0.708523737565331,-1.31539203854504,0.158811638807423,0.00518269981205403,-0.0285963083747452,0.994712526280581,15.15,-2.4,32.4
0.54,-0.451120980706321,-0.457915773977443,0.213836141179458,0.00652410446929154,-0.0282304707409531,0.993736959257136,13.35,-2.4,33.75
0.56,1.40558958843818,0.0337075038743943,1.37081623463891,0.00682896916411825,-0.029998685970948,0.992517500477829,14.7,-2.25,31.8
0.58,-1.0823705987177,-1.54175191634186,0.121240428955331,0.00676799622515291,-0.0287792271916412,0.993858905135066,14.1,-1.65,34.5
0.6,0.233954058511606,0.0265130168814406,0.54531546781777,0.00865815733307849,-0.0266451743278542,0.99367598631817,12.75,-2.7,34.35
0.62,1.14565543800758,0.229957121293299,0.920361410135636,0.0103653996241081,-0.027681714290265,0.993736959257136,13.5,-3,33.3
0.64,-1.25890199252629,-0.997635529689583,-0.482696784730951,0.00762161737066769,-0.0275597684123344,0.993919878074032,13.35,-2.85,32.7
0.66,1.2732909665122,-0.0823369066971371,1.53335834818341,0.00688994210308359,-0.0271939307785423,0.993432094562309,13.95,-3,32.55
0.68,-0.32508422708902,-1.00349770427643,0.314159265358979,0.00701188798101427,-0.0266451743278542,0.992273608721967,12.15,-2.1,32.7
0.7,-0.845218990431452,-0.878127106862185,0.0620857581243784,0.00634118565239551,-0.0277426872292304,0.993005283989552,12.75,-3.75,32.85
0.72,1.356427260653,0.235019908436488,1.17736447327282,0.00628021271343017,-0.0264012825719929,0.991785825210245,15,-3.45,33.3
0.74,-1.29660643361899,-0.834027566220191,-0.650568147899871,0.00579242920170744,-0.027132957839577,0.99184679814921,12.6,-3.3,31.95
0.76,0.867468607613365,0.499084227326012,0.758085759072346,0.00707286091997961,-0.0261573908161315,0.99184679814921,13.65,-4.05,32.7
